id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
biyoloji-12-12_3_1_2,111,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerin Yapısı,,12.3.1.2,Bitki gelişiminde hormonların etkisini örneklerle açıklar.,,"Kazanımın odağı, öğrencinin bitki gelişiminde hormonların etkisini örneklerle açıklar. hedefidir.",bitkilerin; yapısı; bitki; gelişiminde; hormonların; etkisini; örneklerle; biyolojisi
biyoloji-12-12_3_1_3,112,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerin Yapısı,,12.3.1.3,Bitki hareketlerini gözlemleyebileceği kontrollü deney yapar.,a. Nasti ve tropizma hareketleri gözlemlenerek bu hareketlere ilişkin gözlemlerin paylaşılması sağlanır. b. Oksin hormonunun tropizmadaki etkisi vurgulanır.,"Kazanımın odağı, öğrencinin bitki hareketlerini gözlemleyebileceği kontrollü deney yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerin; yapısı; bitki; hareketlerini; gözlemleyebileceği; kontrollü; deney; biyolojisi
biyoloji-12-12_3_2_1,113,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Madde Taşınması,,12.3.2.1,Köklerde su ve mineral emilimini açıklar.,"a. Su ve minerallerin bitkiler için önemi vurgulanır. b. Minerallerin topraktan alınması, nodül ve mikoriza oluşumu üzerinde durulur. c. İyonların emilim mekanizmasına girilmez. ç. Bitkilerin büyüme ve gelişmesinde gerekli olan minerallerin isimleri verilir. Ayrı ayrı görevlerine girilmez.","Kazanımın odağı, öğrencinin köklerde su ve mineral emilimini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerde; madde; taşınması; köklerde; mineral; emilimini; bitki; biyolojisi
biyoloji-12-12_3_2_2,114,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Madde Taşınması,,12.3.2.2,Bitkilerde su ve mineral taşınma mekanizmasını açıklar.,"a. Suyun taşınmasında kohezyon gerilim teorisi, kök basıncı, adhezyon ve gutasyon olayları açıklanır. b. Suyun taşınmasında stomaların rolüne değinilir.","Kazanımın odağı, öğrencinin bitkilerde su ve mineral taşınma mekanizmasını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerde; madde; taşınması; mineral; taşınma; mekanizmasını; bitki; biyolojisi
biyoloji-12-12_3_2_3,115,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Madde Taşınması,,12.3.2.3,Bitkilerde fotosentez ürünlerinin taşınma mekanizmasını açıklar.,,"Kazanımın odağı, öğrencinin bitkilerde fotosentez ürünlerinin taşınma mekanizmasını açıklar. hedefidir.",bitkilerde; madde; taşınması; fotosentez; ürünlerinin; taşınma; mekanizmasını; bitki
biyoloji-12-12_3_2_4,116,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Madde Taşınması,,12.3.2.4,Bitkilerde su ve madde taşınması ile ilgili deney tasarlar.,,"Kazanımın odağı, öğrencinin bitkilerde su ve madde taşınması ile ilgili deney tasarlar. hedefidir.",bitkilerde; madde; taşınması; deney; tasarlar; bitki; biyolojisi
biyoloji-12-12_3_3_1,117,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Eşeyli Üreme,,12.3.3.1,Çiçeğin kısımlarını ve bu kısımların görevlerini açıklar.,,"Kazanımın odağı, öğrencinin çiçeğin kısımlarını ve bu kısımların görevlerini açıklar. hedefidir.",bitkilerde; eşeyli; üreme; çiçeğin; kısımlarını; kısımların; görevlerini; bitki
biyoloji-12-12_3_3_2,118,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Eşeyli Üreme,,12.3.3.2,"Çiçekli bitkilerde döllenmeyi, tohum ve meyvenin oluşumunu açıklar.","a. Bitkilerde eşeyli üreme kapalı tohumlu bir bitki örneği üzerinden görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından faydalanılarak işlenir. b. Bitkilerin üreme ve yayılmasında tohum ve meyvenin rolü örneklerle ele alınır.","Kazanımın odağı, öğrencinin çiçekli bitkilerde döllenmeyi, tohum ve meyvenin oluşumunu açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerde; eşeyli; üreme; çiçekli; döllenmeyi; tohum; meyvenin; oluşumunu
biyoloji-12-12_3_3_3,119,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Eşeyli Üreme,,12.3.3.3,Tohum çimlenmesini gözleyebileceği deney tasarlar.,Çimlenmeye etki eden faktörlerin tespit edilmesi sağlanır.,"Kazanımın odağı, öğrencinin tohum çimlenmesini gözleyebileceği deney tasarlar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerde; eşeyli; üreme; tohum; çimlenmesini; gözleyebileceği; deney; tasarlar
biyoloji-12-12_3_3_4,120,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerde Eşeyli Üreme,,12.3.3.4,Dormansi ve çimlenme arasında ilişki kurar.,,"Kazanımın odağı, öğrencinin dormansi ve çimlenme arasında ilişki kurar. hedefidir.",bitkilerde; eşeyli; üreme; dormansi; çimlenme; arasında; ilişki; kurar
biyoloji-12-12_4_1_1,121,BİYOLOJİ,12,Canlılar ve Çevre,Canlılar ve Çevre,,12.4.1.1,Çevre şartlarının genetik değişimlerin sürekliliğine olan etkisini açıklar.,"a. Varyasyon, adaptasyon, mutasyon, doğal ve yapay seçilim kavramları vurgulanır. b. Bakterilerin antibiyotiklere karşı direnç geliştirmesinin nedenleri vurgulanır. c. Herbisit ve pestisitlerin zaman içerisinde etkilerini kaybetmelerinin nedenleri üzerinde durulur.","Kazanımın odağı, öğrencinin çevre şartlarının genetik değişimlerin sürekliliğine olan etkisini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlılar; çevre; şartlarının; genetik; değişimlerin; sürekliliğine; etkisini
biyoloji-12-12_4_1_2,122,BİYOLOJİ,12,Canlılar ve Çevre,Canlılar ve Çevre,,12.4.1.2,Tarım ve hayvancılıkta yapay seçilim uygulamalarına örnekler verir.,,"Kazanımın odağı, öğrencinin tarım ve hayvancılıkta yapay seçilim uygulamalarına örnekler verir. hedefidir.",canlılar; çevre; tarım; hayvancılıkta; yapay; seçilim; uygulamalarına; verir
